20	2012	Ultrafast Optical Excitation of a Persistent Surface-State Population in the Topological Insulator Bi_2Se_3	J Sobota, S Yang, J Analytis, Y Chen, I Fisher, P Kirchmann
20	2011	Ultrafast optical pulse shaping: A tutorial review	Andrew M Weiner
21	2011	Ultrafast photon-photon interaction in a strongly coupled quantum dot-cavity system	Dirk Englund, Arka Majumdar, Michal Bajcsy, Andrei Faraon, Pierre Petroff, Jelena Vuckovic
21	2012	Ultrafast plasmon propagation in nanowires characterized by far-field spectral interferometry.	Christian Rewitz, Thomas Keitzl, Philip Tuchscherer, Jer-Shing Huang, Peter Geisler, Gary Razinskas
21	2012	Ultrafast Polarization Shaping with Fano Plasmonic Crystals	M Shcherbakov, P Vabishchevich, V Komarova, T Dolgova, V Panov, V Moshchalkov
21	2011	Ultrafast Population Encoding by Cortical Neurons	T Tchumatchenko, A Malyshev, F Wolf, M Volgushev
21	2011	Ultrafast Relaxation Dynamics in Graphene Oxide : Evidence of Electron Trapping	Sreejith Kaniyankandy, S N Achary, Sachin Rawalekar, Hirendra N Ghosh
22	2011	Ultrafast room temperature NH3 sensing with positively gated reduced graphene oxide field-effect transistors.	Ganhua Lu, Kehan Yu, Leonidas E Ocola, Junhong Chen
22	2011	Ultrafast surface enhanced resonance Raman scattering detection in droplet-based microfluidic systems.	Michael P Cecchini, Jongin Hong, Chaesung Lim, Jaebum Choo, Tim Albrecht, Andrew J Demello
23	2012	Ultrafast viscous permeation of organic solvents through diamond-like carbon nanosheets.	Santanu Karan, Sadaki Samitsu, Xinsheng Peng, Keiji Kurashima, Izumi Ichinose
23	2011	Ultrahigh density alignment of carbon nanotube arrays by dielectrophoresis.	Shashank Shekhar, Paul Stokes, Saiful I Khondaker
24	2011	Ultrahigh mobility in polymer field-effect transistors by design.	Hoi Nok Tsao, Don M Cho, Insun Park, Michael Ryan Hansen, Alexey Mavrinskiy, Do Y Yoon
24	2011	Ultrahigh resolution focused electron beam induced processing: the effect of substrate thickness.	W F Van Dorp, I Lazić, A Beyer, A Gölzhäuser, J B Wagner, T W Hansen
24	2011	Ultrahigh sensitivity polarimetric strain sensor based upon D-shaped optical fiber and surface plasmon resonance technology.	Yu-Lung Lo, Chin-Ho Chuang, Zheng-Wei Lin
25	2012	Ultrahigh-Density Array of Silver Nanoclusters for SERS Substrate with High Sensitivity and Excellent Reproducibility.	Won Joon Cho, Youngsuk Kim, Jin Kon Kim
25	2011	Ultrahigh-order wave mixing in noncollinear high harmonic generation.	J B Bertrand, H J Wörner, H-C Bandulet, É Bisson, M Spanner, J-C Kieffer
26	2011	Ultralow secondary electron emission of graphene.	Jun Luo, Peng Tian, Cheng-Ta Pan, Alexander W Robertson, Jamie H Warner, Ernie W Hill
27	2011	Ultralow-dark-current Ge photodetector with GeO2 passivation and gas-phase doped junction	M Takenaka, K Morii, M Sugiyama, Y Nakano, S Takagi
27	2011	Ultralow-threshold electrically pumped quantum- dot photonic-crystal nanocavity laser	Bryan Ellis, Marie A Mayer, Gary Shambat, Tomas Sarmiento, James Harris, Eugene E Haller
28	2011	Ultralow-voltage field-ionization discharge on whiskered silicon nanowires for gas-sensing applications.	Ramin Banan Sadeghian, M Saif Islam
28	2011	Ultrasensitive detection of rare mutations using next-generation targeted resequencing	P Flaherty, G Natsoulis, O Muralidharan, M Winters, J Buenrostro, J Bell
28	2011	Ultrasensitive in situ label-free DNA detection using a GaN nanowire-based extended-gate field-effect-transistor sensor.	Chin-Pei Chen, Abhijit Ganguly, Ching-Ying Lu, Ting-Yu Chen, Chun-Chiang Kuo, Reui-San Chen
29	2011	Ultrasensitive, Room Temperature Detection of THz Radiation Using Nonlinear Parametric Conversion	Mohammad Jalal Khan, Jerry C Chen, Zong-Long Liau, Sumanth Kaushik
29	2011	Ultrashort broadband polarization beam splitter based on an asymmetrical directional coupler.	Daoxin Dai, Zhi Wang, John E Bowers
30	2011	Ultrasmall silver nanopores fabricated by femtosecond laser pulses.	F Bian, Y C Tian, R Wang, H X Yang, Hongxing Xu, Sheng Meng
30	2011	Ultrasmall-V high-Q photonic crystal nanobeam microcavities based on slot and hollow-core waveguides.	Ping Yu, Biao Qi, Xiaoqing Jiang, Minghua Wang, Jianyi Yang
31	2011	Ultrasonic attenuation and backscatter from flowing whole blood are dependent on shear rate and hematocrit between 10 and 50 MHz.	Chih-Chung Huang, Yu-Chang Chang
32	2011	Ultrasonic neuromodulation by brain stimulation with transcranial ultrasound.	Yusuf Tufail, Anna Yoshihiro, Sandipan Pati, Monica M Li, William J Tyler
33	2011	Ultrasound Elastography	G Rizzatto
35	2011	Ultrasound-mediated transdermal drug delivery: mechanisms, scope, and emerging trends.	Baris E Polat, Douglas Hart, Robert Langer, Daniel Blankschtein
36	2012	Ultrathin and lightweight organic solar cells with high flexibility	Martin Kaltenbrunner, Matthew S White, Eric D Głowacki, Tsuyoshi Sekitani, Takao Someya, Niyazi Serdar Sariciftci
36	2011	Ultrathin body InAs tunneling field-effect transistors on Si substrates	Alexandra C Ford, Chun Wing Yeung, Steven Chuang, Ha Sul Kim, Elena Plis, Sanjay Krishna
36	2012	Ultrathin fiber probes with extended depth of focus for optical coherence tomography	Dirk Lorenser, Xiaojie Yang, David D Sampson
37	2012	Ultrathin oxide films by atomic layer deposition on graphene.	Luda Wang, Jonathan J Travis, Andrew S Cavanagh, Xinghui Liu, Steven P Koenig, Pinshane Y Huang
37	2011	Ultrathin planar graphene supercapacitors.	Jung Joon Yoo, Kaushik Balakrishnan, Jingsong Huang, Vincent Meunier, Bobby G Sumpter, Anchal Srivastava
37	2011	Ultrathin side-viewing needle probe for optical coherence tomography.	D Lorenser, X Yang, R W Kirk, B C Quirk, R A McLaughlin, D D Sampson
37	2011	Ultrathin transparent Au electrodes for organic photovoltaics fabricated using a mixed mono-molecular nucleation layer	Helena M Stec, Rebecca J Williams, Tim S Jones, Ross A Hatton
